Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,Symbol
2024-01-15 01:05:00,42940.02,42944.6,42924.0,42924.01,9.49367,407655.5814922,673,3.3737,144869.3058071,BTCUSDT
2024-01-15 01:06:00,42924.01,42924.01,42890.34,42895.35,13.04378,559596.9424965,803,2.78144,119316.7170687,BTCUSDT
2024-01-15 01:07:00,42895.35,42917.02,42895.35,42914.48,8.74363,375180.5528174,635,3.04223,130529.0316497,BTCUSDT
2024-01-15 01:08:00,42914.48,42914.49,42908.0,42908.01,11.78397,505656.2749822,623,3.98102,170820.557968,BTCUSDT
2024-01-15 01:09:00,42908.0,42910.63,42894.76,42910.62,23.33722,1001229.596392,870,18.18301,780097.0569568,BTCUSDT
2024-01-15 01:10:00,42910.62,42940.32,42910.62,42931.41,41.30761,1773176.9641889,1158,36.9056,1584217.3269926,BTCUSDT
2024-01-15 01:11:00,42931.42,42931.42,42892.01,42897.65,16.28487,698753.205633,1163,3.04562,130651.4244837,BTCUSDT
2024-01-15 01:12:00,42897.66,42913.76,42895.0,42913.76,26.69107,1145174.1004943,798,24.80164,1064107.885489,BTCUSDT
2024-01-15 01:13:00,42913.75,42949.84,42913.75,42935.06,34.81503,1495010.0481556,3263,9.77889,419872.7986622,BTCUSDT
2024-01-15 01:14:00,42935.05,42939.9,42926.0,42931.99,18.87231,810288.9299878,765,8.35535,358725.3380769,BTCUSDT
2024-01-15 01:15:00,42932.0,42940.66,42928.24,42938.0,18.939,813130.3535006,758,13.3055,571255.630914,BTCUSDT
2024-01-15 01:16:00,42937.99,42965.0,42937.99,42965.0,11.79508,506621.5430787,784,8.06827,346536.6991388,BTCUSDT
2024-01-15 01:17:00,42964.99,42965.0,42949.99,42954.65,13.77196,591578.9091706,730,3.66999,157637.4557518,BTCUSDT
2024-01-15 01:18:00,42954.65,42962.07,42954.65,42956.13,26.51501,1139019.6495296,824,13.07717,561753.4420009,BTCUSDT
2024-01-15 01:19:00,42956.14,42956.14,42924.0,42938.75,36.95476,1586734.9740148,979,10.35369,444477.0473426,BTCUSDT
2024-01-15 01:20:00,42938.74,42938.75,42911.1,42918.05,14.40498,618273.0280984,840,6.34997,272518.6354086,BTCUSDT
2024-01-15 01:21:00,42918.05,42943.93,42912.18,42943.92,15.2566,654854.1672731,919,10.10763,433877.1219033,BTCUSDT
2024-01-15 01:22:00,42943.92,42943.93,42932.2,42933.18,17.14781,736288.9105024,890,9.77907,419882.6082964,BTCUSDT
2024-01-15 01:23:00,42933.18,42950.94,42914.78,42916.0,63.58435,2730262.0352313,1051,41.46023,1780266.4464374,BTCUSDT
2024-01-15 01:24:00,42915.99,42918.0,42904.0,42917.99,15.7368,675263.6375712,713,8.94848,383975.2071275,BTCUSDT
2024-01-15 01:25:00,42918.0,42918.0,42912.01,42912.01,7.05732,302864.6170043,517,4.28563,183917.9414616,BTCUSDT
2024-01-15 01:26:00,42912.01,42912.02,42904.68,42904.69,5.20624,223403.9296634,449,0.80225,34425.6670277,BTCUSDT
2024-01-15 01:27:00,42904.68,42904.69,42900.0,42900.01,9.18428,394012.6028428,428,1.41685,60783.6289663,BTCUSDT
2024-01-15 01:28:00,42900.01,42900.01,42884.91,42891.1,15.7915,677314.6765619,759,9.11658,390996.304446,BTCUSDT
2024-01-15 01:29:00,42891.1,42893.68,42886.51,42890.36,13.83026,593159.9055994,672,9.80683,420597.2813462,BTCUSDT
2024-01-15 01:30:00,42890.36,42890.36,42890.35,42890.35,2.28816,98139.9902473,345,0.69913,29985.9373868,BTCUSDT
2024-01-15 01:31:00,42890.36,42890.36,42876.3,42880.87,32.60588,1398263.4978467,1306,20.02443,858704.5348282,BTCUSDT
2024-01-15 01:32:00,42880.88,42880.88,42872.5,42872.51,14.57253,624794.5156853,662,4.48355,192226.8408934,BTCUSDT
2024-01-15 01:33:00,42872.5,42878.0,42868.0,42868.01,18.60341,797615.009756,790,4.74541,203450.1154064,BTCUSDT
2024-01-15 01:34:00,42868.0,42871.75,42856.72,42868.01,21.02994,901362.142086,1230,11.78484,505102.3227429,BTCUSDT
2024-01-15 01:35:00,42868.01,42871.09,42860.99,42871.08,23.30947,999146.4810208,1034,9.79915,420028.0698641,BTCUSDT
2024-01-15 01:36:00,42871.08,42879.99,42862.15,42879.98,22.70211,973273.2617931,1098,10.7207,459616.5930184,BTCUSDT
2024-01-15 01:37:00,42879.98,42926.0,42879.97,42926.0,13.7341,589160.6911504,1053,11.74029,503633.2128958,BTCUSDT
2024-01-15 01:38:00,42926.0,42941.95,42923.98,42941.94,21.18122,909378.2099699,1029,15.10303,648425.2202463,BTCUSDT
2024-01-15 01:39:00,42941.95,42941.95,42934.19,42941.95,7.89237,338890.3326565,592,4.49308,192923.8126786,BTCUSDT
2024-01-15 01:40:00,42941.95,42946.0,42920.06,42920.07,10.41875,447345.5780074,819,2.31658,99467.3782794,BTCUSDT
2024-01-15 01:41:00,42920.06,42920.07,42871.28,42871.29,8.64283,370699.4306044,814,1.51731,65070.4384051,BTCUSDT
2024-01-15 01:42:00,42871.28,42891.1,42863.13,42885.99,14.80695,634834.2089431,1103,8.06929,345958.5547996,BTCUSDT
2024-01-15 01:43:00,42885.99,42891.1,42885.99,42886.95,8.69235,372810.0837926,505,3.76596,161519.2558226,BTCUSDT
2024-01-15 01:44:00,42886.95,42886.96,42871.97,42877.91,8.77961,376456.3040084,635,2.20491,94536.429903,BTCUSDT
2024-01-15 01:45:00,42877.91,42891.1,42877.91,42891.09,5.60089,240213.9822529,640,3.43837,147464.7215405,BTCUSDT
2024-01-15 01:46:00,42891.1,42908.66,42881.1,42908.66,13.04992,559734.3029202,1070,9.4629,405889.8986024,BTCUSDT
2024-01-15 01:47:00,42908.65,42940.25,42888.87,42940.01,42.6182,1829329.4147383,1075,24.96689,1071718.6066139,BTCUSDT
2024-01-15 01:48:00,42940.0,42946.0,42936.0,42942.06,28.85633,1239074.453663,669,21.96396,943101.0194105,BTCUSDT
2024-01-15 01:49:00,42942.07,42943.02,42942.0,42943.02,8.32436,357465.0097841,390,4.63888,199202.9386805,BTCUSDT
2024-01-15 01:50:00,42943.01,42946.0,42942.13,42943.01,26.28539,1128789.7851501,540,13.16387,565293.06289,BTCUSDT
2024-01-15 01:51:00,42943.0,42948.0,42943.0,42943.37,16.18198,694916.2846069,714,9.36912,402344.3878193,BTCUSDT
2024-01-15 01:52:00,42943.65,42943.65,42921.29,42930.26,13.29336,570690.0792688,863,4.37475,187791.1453688,BTCUSDT
2024-01-15 01:53:00,42930.27,42938.0,42889.59,42892.0,31.84692,1367019.0343047,1382,9.07414,389488.1671244,BTCUSDT
2024-01-15 01:54:00,42891.99,42910.05,42891.99,42910.05,7.2052,309155.2259187,560,4.16142,178548.5370958,BTCUSDT
2024-01-15 01:55:00,42910.05,42919.99,42910.04,42912.02,5.83693,250477.4107691,565,2.62038,112445.6068113,BTCUSDT
2024-01-15 01:56:00,42912.01,42917.77,42912.01,42917.77,6.1971,265959.3899216,436,2.77032,118892.548452,BTCUSDT
2024-01-15 01:57:00,42917.76,42932.45,42917.76,42932.45,10.28961,441671.966215,543,7.83809,336444.77469,BTCUSDT
2024-01-15 01:58:00,42932.44,42938.0,42932.44,42938.0,8.48634,364376.3210197,417,4.54214,195022.200215,BTCUSDT
2024-01-15 01:59:00,42938.0,42938.0,42921.1,42929.95,10.89993,467929.0224911,816,3.92677,168560.5650691,BTCUSDT
2024-01-15 02:00:00,42929.94,42943.6,42929.94,42935.9,8.11638,348508.9019184,678,4.76588,204637.2080417,BTCUSDT
2024-01-15 02:01:00,42935.9,42935.9,42923.14,42929.61,16.33785,701335.1251547,798,2.57514,110539.0749237,BTCUSDT
2024-01-15 02:02:00,42929.61,42940.0,42929.6,42939.99,3.15031,135255.665224,519,2.2916,98385.9666461,BTCUSDT
2024-01-15 02:03:00,42940.0,42955.17,42939.99,42954.93,13.9496,599141.5854737,915,6.4517,277087.857196,BTCUSDT
2024-01-15 02:04:00,42954.93,42973.99,42951.1,42951.11,30.87397,1326471.6436944,1458,9.32241,400523.8638275,BTCUSDT
2024-01-15 02:05:00,42951.11,42951.11,42931.1,42949.98,18.2415,783306.85551,737,12.918,554693.4994895,BTCUSDT
2024-01-15 02:06:00,42949.99,42949.99,42922.0,42925.01,13.57743,582907.9279862,865,4.7612,204383.4960815,BTCUSDT
2024-01-15 02:07:00,42925.0,42928.75,42924.57,42928.74,6.76326,290326.1641637,479,3.43253,147346.1366332,BTCUSDT
2024-01-15 02:08:00,42928.74,42928.75,42889.57,42889.58,19.89729,853704.8792496,1074,7.04601,302224.4787044,BTCUSDT
2024-01-15 02:09:00,42889.57,42889.58,42877.77,42877.77,7.78394,333795.999461,656,2.90047,124374.7048376,BTCUSDT
2024-01-15 02:10:00,42877.78,42916.0,42877.77,42916.0,8.34597,357945.4019313,873,6.57679,282065.1479372,BTCUSDT
2024-01-15 02:11:00,42916.0,42957.41,42915.99,42952.01,31.18654,1339332.7421192,911,20.5966,884491.030036,BTCUSDT
2024-01-15 02:12:00,42952.0,42959.36,42952.0,42958.0,19.38621,832807.3554648,644,14.29525,614107.4177207,BTCUSDT
2024-01-15 02:13:00,42958.01,42968.31,42949.73,42949.73,18.2765,785193.8612018,1015,6.63315,284976.8207801,BTCUSDT
2024-01-15 02:14:00,42949.73,42960.42,42931.16,42938.34,10.96927,471101.8583073,946,3.63323,156029.4063992,BTCUSDT
2024-01-15 02:15:00,42938.33,42955.86,42931.16,42955.86,8.52087,365924.0532675,996,5.96424,256131.148388,BTCUSDT
2024-01-15 02:16:00,42955.86,42963.4,42955.85,42963.26,15.49754,665750.3571254,801,11.49693,493875.9936482,BTCUSDT
2024-01-15 02:17:00,42963.26,42971.1,42960.0,42963.92,14.97421,643361.3589987,761,6.95322,298745.3791132,BTCUSDT
2024-01-15 02:18:00,42963.92,42985.66,42963.91,42980.25,15.84316,680950.7991884,1072,7.46356,320783.7743706,BTCUSDT
2024-01-15 02:19:00,42980.25,42987.91,42980.24,42987.24,15.28371,656956.1761203,826,9.66547,415457.4416563,BTCUSDT
2024-01-15 02:20:00,42987.23,43009.0,42987.23,43009.0,40.38123,1736308.6962029,1832,26.49709,1139308.0648748,BTCUSDT
2024-01-15 02:21:00,43008.99,43010.84,42991.74,42998.01,27.35956,1176506.4543201,1053,7.92102,340584.5260743,BTCUSDT
2024-01-15 02:22:00,42998.01,42998.01,42964.0,42973.02,12.36516,531387.6256941,1169,6.52701,280467.3054919,BTCUSDT
2024-01-15 02:23:00,42973.01,42974.99,42964.0,42966.24,27.11388,1165063.0402344,1033,17.08943,734308.3658942,BTCUSDT
2024-01-15 02:24:00,42966.25,42977.99,42964.0,42976.25,26.42283,1135425.3975765,880,7.19917,309331.5849679,BTCUSDT
2024-01-15 02:25:00,42976.26,42982.12,42972.0,42978.0,24.41139,1049085.5483921,731,19.26171,827753.3632456,BTCUSDT
2024-01-15 02:26:00,42978.01,42983.99,42960.0,42970.0,34.09522,1465202.4867716,1326,13.80397,593139.3451012,BTCUSDT
2024-01-15 02:27:00,42969.99,42970.0,42936.73,42960.0,26.62747,1143714.7029143,1060,12.94354,555901.3052741,BTCUSDT
2024-01-15 02:28:00,42960.01,42965.6,42944.0,42949.97,22.33111,959273.1511803,882,6.80432,292270.8117886,BTCUSDT
2024-01-15 02:29:00,42949.96,42968.81,42944.28,42960.66,20.88378,897036.8754548,1206,13.35862,573783.0012451,BTCUSDT
2024-01-15 02:30:00,42960.66,42974.99,42947.96,42968.39,24.13115,1036673.129997,1185,10.81489,464591.9431343,BTCUSDT
2024-01-15 02:31:00,42968.4,42968.4,42959.51,42959.52,6.76874,290796.0066019,563,0.72678,31223.6687126,BTCUSDT
2024-01-15 02:32:00,42959.52,42969.9,42942.0,42967.34,22.7886,978837.1644244,1260,9.11154,391344.6163998,BTCUSDT
2024-01-15 02:33:00,42967.34,42980.0,42967.34,42973.45,8.75621,376284.9083539,974,5.02335,215866.2838563,BTCUSDT
2024-01-15 02:34:00,42973.46,42977.86,42964.7,42972.79,17.04557,732502.5774478,838,8.71503,374495.9622091,BTCUSDT
2024-01-15 02:35:00,42972.79,42983.99,42964.21,42972.1,20.69626,889354.0787154,1109,4.87491,209475.6985581,BTCUSDT
2024-01-15 02:36:00,42972.11,42975.88,42966.32,42975.14,7.54099,324045.6329667,637,4.58057,196830.0682891,BTCUSDT
2024-01-15 02:37:00,42975.14,42975.15,42958.37,42970.9,20.30384,872385.8448854,919,10.74377,461616.5842757,BTCUSDT
2024-01-15 02:38:00,42970.91,42996.51,42966.0,42990.33,17.72658,761952.5395394,1206,14.02393,602798.5712643,BTCUSDT
2024-01-15 02:39:00,42990.32,42993.3,42982.14,42982.14,16.48858,708826.6938989,872,7.82669,336455.3233704,BTCUSDT
2024-01-15 02:40:00,42982.14,42990.97,42982.14,42990.28,10.37497,445997.3990177,959,6.14798,264281.7689138,BTCUSDT
2024-01-15 02:41:00,42990.29,43000.0,42986.04,42999.99,10.02124,430850.5810795,1007,6.40186,275230.9857077,BTCUSDT
2024-01-15 02:42:00,43000.0,43003.22,42994.01,43003.22,16.46255,707883.3867268,1331,5.2194,224430.6694814,BTCUSDT
2024-01-15 02:43:00,43003.21,43003.22,42997.32,42997.32,7.18775,309073.8807201,739,1.80209,77489.4445389,BTCUSDT
2024-01-15 02:44:00,42997.33,42997.33,42982.14,42990.04,15.78402,678480.1880659,901,13.03837,560442.4527391,BTCUSDT
2024-01-15 02:45:00,42990.03,42994.0,42984.0,42986.0,11.29462,485546.7192329,941,3.51284,151012.2995297,BTCUSDT
2024-01-15 02:46:00,42986.0,42990.18,42980.48,42986.02,9.72791,418155.019107,934,4.39507,188920.7782951,BTCUSDT
2024-01-15 02:47:00,42986.02,42992.26,42980.74,42982.0,6.89562,296408.1657838,859,2.65999,114342.3530922,BTCUSDT
2024-01-15 02:48:00,42981.99,42984.46,42978.88,42978.89,7.20567,309716.150763,814,2.10207,90352.4029498,BTCUSDT
2024-01-15 02:49:00,42978.89,42978.89,42944.0,42964.97,25.02406,1075095.412824,1619,7.16686,307861.1087859,BTCUSDT
2024-01-15 02:50:00,42964.97,42964.98,42912.23,42923.02,29.81397,1279774.2168588,1105,6.40925,275063.7374759,BTCUSDT
2024-01-15 02:51:00,42923.01,42925.17,42923.01,42923.02,3.61596,155210.7263,326,1.41052,60544.680114,BTCUSDT
2024-01-15 02:52:00,42923.02,42923.02,42908.52,42908.52,10.47672,449632.0047172,547,3.46321,148619.8243919,BTCUSDT
2024-01-15 02:53:00,42908.53,42924.78,42902.88,42924.78,9.26862,397725.4739666,866,4.81024,206411.3470515,BTCUSDT
2024-01-15 02:54:00,42924.77,42926.19,42911.1,42911.11,7.42642,318754.7609383,642,2.07948,89258.5151131,BTCUSDT
2024-01-15 02:55:00,42911.1,42936.29,42911.1,42936.29,13.28022,570000.7923316,785,8.96187,384665.0709964,BTCUSDT
2024-01-15 02:56:00,42936.28,42950.87,42936.28,42950.87,6.49161,278766.8252555,488,3.48004,149441.0379644,BTCUSDT
2024-01-15 02:57:00,42950.87,42973.61,42950.86,42973.61,8.73439,375266.6239096,787,5.62492,241663.1868975,BTCUSDT
2024-01-15 02:58:00,42973.6,42973.61,42967.69,42967.7,7.38819,317468.3624225,419,1.2034,51709.1369372,BTCUSDT
2024-01-15 02:59:00,42967.69,42973.27,42967.69,42973.27,3.85675,165717.4347921,386,2.20724,94841.414682,BTCUSDT
2024-01-15 03:00:00,42973.27,42974.0,42966.32,42966.32,6.17461,265333.1172065,506,1.89513,81437.8524685,BTCUSDT
2024-01-15 03:01:00,42966.32,42966.33,42944.92,42958.34,9.15916,393446.1778025,767,6.03536,259248.5787029,BTCUSDT
2024-01-15 03:02:00,42958.34,42969.89,42958.34,42969.88,9.09427,390697.9256506,692,5.91872,254275.1070758,BTCUSDT
2024-01-15 03:03:00,42969.89,42981.1,42969.88,42981.1,5.99547,257653.9841266,436,4.06554,174714.2085226,BTCUSDT
2024-01-15 03:04:00,42981.09,42983.88,42981.09,42981.59,6.14087,263945.0765314,592,2.41743,103905.0293566,BTCUSDT
2024-01-15 03:05:00,42981.59,43000.0,42981.57,42988.75,25.53439,1097735.0261914,1312,11.86031,509841.8598397,BTCUSDT
2024-01-15 03:06:00,42988.76,43000.01,42988.75,42996.76,9.40232,404261.4657283,612,4.45228,191432.5997189,BTCUSDT
2024-01-15 03:07:00,42996.75,43003.99,42996.75,43003.01,7.31761,314656.4252325,494,4.46027,191784.7712373,BTCUSDT
2024-01-15 03:08:00,43003.01,43003.01,43003.0,43003.01,12.67986,545272.0802816,354,6.07016,261035.1511816,BTCUSDT
2024-01-15 03:09:00,43003.0,43003.01,42992.0,42992.0,8.80343,378538.6847045,547,1.26858,54545.3718224,BTCUSDT
2024-01-15 03:10:00,42992.0,42992.53,42992.0,42992.52,3.70949,159480.0418309,312,2.91488,125317.8697109,BTCUSDT
2024-01-15 03:11:00,42992.52,43003.0,42992.52,43000.0,20.40153,877265.1625612,741,10.04571,431949.5325179,BTCUSDT
2024-01-15 03:12:00,43000.0,43000.0,42995.0,42995.01,9.16459,394057.8517809,619,2.49695,107360.8869672,BTCUSDT
2024-01-15 03:13:00,42995.0,43000.0,42995.0,42998.17,9.90248,425776.2312776,584,7.64784,328833.1667192,BTCUSDT
2024-01-15 03:14:00,42998.18,43000.0,42996.45,42996.45,11.87145,510458.3825967,465,1.9666,84561.209663,BTCUSDT
2024-01-15 03:15:00,42996.46,43002.99,42992.0,42997.26,43.73018,1880373.0919179,935,29.32234,1260845.6502291,BTCUSDT
2024-01-15 03:16:00,42997.26,42997.26,42958.0,42967.03,17.60936,756692.5138237,1410,8.10768,348360.7287214,BTCUSDT
2024-01-15 03:17:00,42967.04,42967.04,42928.0,42928.01,17.71407,760888.1827836,1505,4.20822,180763.1710809,BTCUSDT
2024-01-15 03:18:00,42928.01,42934.0,42922.84,42928.0,13.42232,576184.6678482,1303,5.83333,250406.3958251,BTCUSDT
2024-01-15 03:19:00,42927.99,42956.0,42927.99,42955.99,7.05808,303069.5024617,1061,5.77725,248071.1373358,BTCUSDT
2024-01-15 03:20:00,42955.99,42956.0,42939.44,42939.44,8.80738,378280.393481,599,1.4234,61130.3743301,BTCUSDT
2024-01-15 03:21:00,42939.45,42939.45,42917.66,42918.98,8.92417,383057.476843,767,5.31385,228075.2865875,BTCUSDT
2024-01-15 03:22:00,42918.98,42918.99,42908.96,42908.96,5.90296,253318.3797795,539,0.9686,41566.2767142,BTCUSDT
2024-01-15 03:23:00,42908.96,42908.97,42900.0,42900.01,8.58245,368232.0598039,632,1.99896,85766.8080064,BTCUSDT
2024-01-15 03:24:00,42900.01,42905.81,42900.0,42900.01,16.84351,722641.1855653,770,5.3029,227509.5352797,BTCUSDT
2024-01-15 03:25:00,42900.01,42900.01,42896.32,42897.25,5.48999,235503.3517131,430,2.11177,90587.7731038,BTCUSDT
